Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,Review_Year,Review_Month,Cleaned_Review_Text,tokenized_review,sent_token_length,Sentiment_Label,Sentiment_Score
76,FabHotel Majestic JPM I,"South Delhi, New Delhi",2023-06-01,Superb,9.0,"Nice location, staffs are good in behaviour .",2023,6,nice location staff good behaviour,"Nice location , staffs are good in behaviour .",9,4 stars,0.5608692765235901
77,FabHotel Majestic JPM I,"South Delhi, New Delhi",2023-04-01,I could have expected better.,7.0, · The music played till 12.30pm during the second night .....,2023,4,music played till pm second night,  ·   The music played till 12 . 30 pm during the second night . . . . .,18,1 star,0.3331030309200287
78,FabHotel Majestic JPM I,"South Delhi, New Delhi",2023-04-01,Very good,8.0,Everything,2023,4,everything,Everything,1,5 stars,0.5032998919487
79,FabHotel Majestic JPM I,"South Delhi, New Delhi",2023-04-01,Very good,8.0,Food quality good,2023,4,food quality good,Food quality good,3,4 stars,0.5244441628456116
80,Airport Hotel Clayton,"South West, New Delhi",2023-03-01,Exceptional,10.0,"Friendly staff,cleanliness,ambience, strict adherence to covid appropriate behavior.",2023,3,friendly staffcleanlinessambience strict adherence covid appropriate behavior,"Friendly staff , cleanliness , ambience , strict adherence to covid appropriate behavior .",14,4 stars,0.4398515522480011
81,Airport Hotel Clayton,"South West, New Delhi",2023-04-01,Superb,9.0,Nice,2023,4,nice,Nice,1,4 stars,0.4368410110473633
82,Airport Hotel Clayton,"South West, New Delhi",2023-04-01,Very good,8.0,Nice,2023,4,nice,Nice,1,4 stars,0.4368410110473633
83,Airport Hotel Clayton,"South West, New Delhi",2023-05-01,All is well,8.0,Supporting staff,2023,5,supporting staff,Supporting staff,2,4 stars,0.42698779702186584
84,Airport Hotel Clayton,"South West, New Delhi",2023-04-01,"Stay was comfortable, we get better sleep, but AC could not work after 2:00AM, felt very bad",7.0,Near ti Air port,2023,4,near ti air port,Near ti Air port,4,5 stars,0.29563865065574646
85,Airport Hotel Clayton,"South West, New Delhi",2023-04-01,Superb,9.0,Excellent staff and management,2023,4,excellent staff management,Excellent staff and management,4,5 stars,0.7765152454376221
86,Airport Hotel Clayton,"South West, New Delhi",2023-04-01,Superb,9.0,Staff were friendly,2023,4,staff friendly,Staff were friendly,3,4 stars,0.4938504993915558
87,Airport Hotel Clayton,"South West, New Delhi",2023-04-01,Superb,9.0,Staff were friendly and wanted to help as much as they could.,2023,4,staff friendly wanted help much could,Staff were friendly and wanted to help as much as they could .,13,4 stars,0.40674224495887756
88,Airport Hotel Clayton,"South West, New Delhi",2023-04-01,Superb,9.0,Very good customer service 👍,2023,4,good customer service,Very good customer service 👍,5,4 stars,0.5394167304039001
89,Airport Hotel Clayton,"South West, New Delhi",2023-04-01,Superb,9.0,Very good customer service 👍,2023,4,good customer service,Very good customer service 👍,5,4 stars,0.5394167304039001
90,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-07-01,good hotel,10.0,good hotel in paharganj new delhi close to NDLS railway station.,2023,7,good hotel paharganj new delhi close ndls railway station,good hotel in paharganj new delhi close to NDLS railway station .,12,4 stars,0.49460193514823914
91,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-07-01,Very good,8.0,Good natured manager and staffs,2023,7,good natured manager staff,Good natured manager and staffs,5,4 stars,0.4673330783843994
92,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-07-01,It was a awesome stay . Definitely worth it for money,9.0,I like the response of the hotel staff . Very kind and quick and helpful .,2023,7,like response hotel staff kind quick helpful,I like the response of the hotel staff . Very kind and quick and helpful .,16,5 stars,0.4397228956222534
93,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-07-01,Pleasant,9.0,"Near to New Delhi station. Nice, friendly and flexible staff. Value for money.",2023,7,near new delhi station nice friendly flexible staff value money,"Near to New Delhi station . Nice , friendly and flexible staff . Value for money .",17,5 stars,0.48987677693367004
94,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-07-01,Very good,8.0,"AC, welcoming, payment, kindness, location",2023,7,ac welcoming payment kindness location,"AC , welcoming , payment , kindness , location",9,4 stars,0.34573328495025635
95,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-08-01,Unsatisfied and very disappointed.,1.0,Nothing.,2023,8,nothing,Nothing .,2,1 star,0.5965233445167542
96,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-06-01,Disappointing,4.0,Location was center of city,2023,6,location center city,Location was center of city,5,4 stars,0.31836727261543274
97,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-07-01,Exceptional,10.0,The staff was good and also was in a prime location. The Wi-Fi was good too.,2023,7,staff good also prime location wifi good,The staff was good and also was in a prime location . The Wi - Fi was good too .,20,4 stars,0.5521377325057983
98,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-06-01,Exceptional,10.0,Great service and helpful staff,2023,6,great service helpful staff,Great service and helpful staff,5,5 stars,0.681560218334198
99,Trimrooms Shipra @ New Delhi Railway Station,"Paharganj, New Delhi",2023-06-01,Exceptional,10.0,Nice location good food neat nd clean room near to railway station centre of Delhi so all monoment are very close to hotel,2023,6,nice location good food neat nd clean room near railway station centre delhi monoment close hotel,Nice location good food neat nd clean room near to railway station centre of Delhi so all monoment are very close to hotel,23,4 stars,0.5633633732795715
100,"Holiday Inn New Delhi International Airport, an IHG Hotel","South West, New Delhi",2023-06-01,Helpful empathetic staff.,10.0,"This booking was made on behalf of my daughter after she found herself without passport or any credit cards or debit cards and little cash. A long story. 
I made the booking from the uk and after a few emails and speaking to the extremely helpful duty manager.    
We were able to find a solution to my daughters predicament and get her checked in. 
As a parent I cannot express my gratitude to the staff at the holiday inn. 
Her stay has been comfortable. 
My mind is at peace knowing that she is safe and in good hands. 
Thank you so much",2023,6,booking made behalf daughter found without passport credit card debit card little cash long story made booking uk email speaking extremely helpful duty manager able find solution daughter predicament get checked parent express gratitude staff holiday inn stay comfortable mind peace knowing safe good hand thank much,"This booking was made on behalf of my daughter after she found herself without passport or any credit cards or debit cards and little cash . A long story . 
 I made the booking from the uk and after a few emails and speaking to the extremely helpful duty manager . 
 We were able to find a solution to my daughters predicament and get her checked in . 
 As a parent I cannot express my gratitude to the staff at the holiday inn . 
 Her stay has been comfortable . 
 My mind is at peace knowing that she is safe and in good hands . 
 Thank you so much",109,5 stars,0.4523296356201172
101,"Holiday Inn New Delhi International Airport, an IHG Hotel","South West, New Delhi",2023-08-01,Good but a bit pricy,8.0,"The hotel was very clean, the room was nice, they let us have the room earlier than check-in time.",2023,8,hotel clean room nice let u room earlier checkin time,"The hotel was very clean , the room was nice , they let us have the room earlier than check - in time .",24,4 stars,0.4476194977760315
102,"Holiday Inn New Delhi International Airport, an IHG Hotel","South West, New Delhi",2023-08-01,"The hotel was good, but staff should provide help when required.",7.0," · The ac in room was not setting properly, l requested someone from help desk to have a look but no one came to fix.",2023,8,ac room setting properly l requested someone help desk look one came fix,"  ·   The ac in room was not setting properly , l requested someone from help desk to have a look but no one came to fix .",27,4 stars,0.2883402407169342
103,"Holiday Inn New Delhi International Airport, an IHG Hotel","South West, New Delhi",2023-07-01,Close to airport.,7.0,Close to airport.,2023,7,close airport,Close to airport .,4,4 stars,0.3086622655391693
104,"Holiday Inn New Delhi International Airport, an IHG Hotel","South West, New Delhi",2023-08-01,I will not recommend any one to stay there,9.0,Security guard has misbehaved with us he is thinking that he is the owner of that hotel very poor condition,2023,8,security guard misbehaved u thinking owner hotel poor condition,Security guard has misbehaved with us he is thinking that he is the owner of that hotel very poor condition,20,1 star,0.6984072923660278
105,"Holiday Inn New Delhi International Airport, an IHG Hotel","South West, New Delhi",2023-06-01,Value for money with perfect location for international travelers.,8.0,Location is just perfect for travelers to catch international flights.,2023,6,location perfect traveler catch international flight,Location is just perfect for travelers to catch international flights .,11,5 stars,0.6621972918510437
